frame.number,frame.time_relative,ip.src,ip.dst,tcp.len,tcp.payload
284,63.083983400,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
288,64.084658400,192.168.95.42,192.168.95.41,6,000000026869
289,64.085243500,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
291,65.085969600,192.168.95.42,192.168.95.41,6,000000026869
292,65.086623100,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
294,66.087288300,192.168.95.42,192.168.95.41,6,000000026869
295,66.087942800,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
297,67.088611900,192.168.95.42,192.168.95.41,6,000000026869
298,67.089269400,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
300,68.089938600,192.168.95.42,192.168.95.41,6,000000026869
301,68.090590400,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
303,69.091258100,192.168.95.42,192.168.95.41,6,000000026869
304,69.091928300,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
307,70.092588900,192.168.95.42,192.168.95.41,6,000000026869
308,70.093179500,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
311,71.093912300,192.168.95.42,192.168.95.41,6,000000026869
312,71.094500400,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
315,72.095237200,192.168.95.42,192.168.95.41,6,000000026869
316,72.095825200,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
318,73.096565800,192.168.95.42,192.168.95.41,6,000000026869
319,73.097216600,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
321,74.097877100,192.168.95.42,192.168.95.41,6,000000026869
322,74.098523200,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
324,75.099204600,192.168.95.42,192.168.95.41,6,000000026869
325,75.099854200,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
327,76.100522700,192.168.95.42,192.168.95.41,6,000000026869
328,76.101167600,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
330,76.773757800,192.168.95.41,192.168.95.42,35,000e001f3130310a31392e30332e323032365f31313a31313a35310a3330310a350a0a
331,76.773848800,192.168.95.42,192.168.95.41,7,000e0003313031
333,77.101855000,192.168.95.42,192.168.95.41,6,000000026869
335,77.102542200,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
337,78.103162600,192.168.95.42,192.168.95.41,6,000000026869
338,78.103810000,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
340,79.104494400,192.168.95.42,192.168.95.41,6,000000026869
341,79.105145300,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
343,80.105811100,192.168.95.42,192.168.95.41,6,000000026869
344,80.106459300,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
346,81.107140200,192.168.95.42,192.168.95.41,6,000000026869
347,81.107788000,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
349,82.108455300,192.168.95.42,192.168.95.41,6,000000026869
350,82.109105000,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
352,83.109779700,192.168.95.42,192.168.95.41,6,000000026869
353,83.110457100,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
355,84.111107200,192.168.95.42,192.168.95.41,6,000000026869
356,84.111758600,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
359,85.112429700,192.168.95.42,192.168.95.41,6,000000026869
360,85.113022700,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
363,86.113754100,192.168.95.42,192.168.95.41,6,000000026869
364,86.114346100,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
367,87.115083000,192.168.95.42,192.168.95.41,6,000000026869
368,87.115675900,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
370,88.116398200,192.168.95.42,192.168.95.41,6,000000026869
371,88.117079500,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
373,89.117712300,192.168.95.42,192.168.95.41,6,000000026869
374,89.118368800,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
376,90.119039800,192.168.95.42,192.168.95.41,6,000000026869
377,90.119688700,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
379,91.120360600,192.168.95.42,192.168.95.41,6,000000026869
380,91.121018700,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
382,91.755386600,192.168.95.41,192.168.95.42,94,0010005a3130310a31392e30332e323032365f31313a31323a30360a3130313130353032300a4d52434c6f6164696e674d6f7665546f426172636f6465526561643a3a4f6e416e737765723a20426172636f64652072656164203a200a0a
383,91.755484000,192.168.95.42,192.168.95.41,7,00100003313031
385,91.756417600,192.168.95.41,192.168.95.42,111,0010006b3130320a31392e30332e323032365f31313a31323a30360a3130313130353232300a4d52434c6f6164696e674d6f7665546f426172636f6465526561643a3a49734d5750436f6d70617469626c653a446574656374696f6e204d575020547970653a20654d57503338340a
386,91.756454100,192.168.95.42,192.168.95.41,7,00100003313032
388,91.757289000,192.168.95.41,192.168.95.42,37,000e00213130330a31392e30332e323032365f31313a31323a30360a3330330a31200a0a0a
389,91.757353100,192.168.95.42,192.168.95.41,7,000e0003313033
391,92.063876900,192.168.95.42,192.168.95.41,5,047f000120
393,92.065144200,192.168.95.41,192.168.95.42,8,047f0004300a0a0a
395,92.121686800,192.168.95.42,192.168.95.41,6,000000026869
397,92.122406600,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
399,93.123003400,192.168.95.42,192.168.95.41,6,000000026869
400,93.123661300,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
402,94.124325600,192.168.95.42,192.168.95.41,6,000000026869
403,94.124975200,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
405,94.562745500,192.168.95.41,192.168.95.42,35,000e001f3130310a31392e30332e323032365f31313a31323a30390a3330310a340a0a
406,94.562854800,192.168.95.42,192.168.95.41,7,000e0003313031
408,94.563805100,192.168.95.41,192.168.95.42,35,000e001f3130320a31392e30332e323032365f31313a31323a30390a31310a31300a0a
409,94.563852600,192.168.95.42,192.168.95.41,7,000e0003313032
411,95.125656000,192.168.95.42,192.168.95.41,6,000000026869
413,95.126361400,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
415,96.126980000,192.168.95.42,192.168.95.41,6,000000026869
416,96.127627800,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
420,97.128301000,192.168.95.42,192.168.95.41,6,000000026869
421,97.128899000,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
423,98.129621800,192.168.95.42,192.168.95.41,6,000000026869
424,98.130276700,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
426,99.130941400,192.168.95.42,192.168.95.41,6,000000026869
427,99.131590100,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
430,100.132273900,192.168.95.42,192.168.95.41,6,000000026869
431,100.132865700,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
434,101.133594300,192.168.95.42,192.168.95.41,6,000000026869
435,101.134183000,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
438,102.134919000,192.168.95.42,192.168.95.41,6,000000026869
439,102.135532800,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
441,103.049739900,192.168.95.42,192.168.95.41,5,047f000120
443,103.050926700,192.168.95.41,192.168.95.42,8,047f0004300a0a0a
445,103.136242200,192.168.95.42,192.168.95.41,6,000000026869
447,103.136952400,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
449,103.346791400,192.168.95.42,192.168.95.41,6,04b000023135
451,103.347709400,192.168.95.41,192.168.95.42,6,04b00002300a
453,104.137552700,192.168.95.42,192.168.95.41,6,000000026869
455,104.138284400,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
457,104.396118700,192.168.95.42,192.168.95.41,5,0033000120
459,104.500483600,192.168.95.41,192.168.95.42,138,003300863234383637310a313439353236310a3239333039380a36370a35380a343036340a343035370a310a32300a300a34350a31363934360a383235300a323237370a35310a3535353034330a360a363637340a363437370a323530300a300a313632353634343335360a313036353036343233310a313132393637303737380a313230303030300a
461,105.138879900,192.168.95.42,192.168.95.41,6,000000026869
463,105.139629700,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
465,106.140207800,192.168.95.42,192.168.95.41,6,000000026869
466,106.140858500,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
468,107.141524100,192.168.95.42,192.168.95.41,6,000000026869
469,107.142184400,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
471,108.142846900,192.168.95.42,192.168.95.41,6,000000026869
472,108.143500800,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
474,109.144173500,192.168.95.42,192.168.95.41,6,000000026869
475,109.144829700,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
477,110.145497400,192.168.95.42,192.168.95.41,6,000000026869
478,110.146147800,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
480,111.146819100,192.168.95.42,192.168.95.41,6,000000026869
481,111.147482100,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
483,112.148140000,192.168.95.42,192.168.95.41,6,000000026869
484,112.148784200,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
486,113.149462900,192.168.95.42,192.168.95.41,6,000000026869
487,113.150121500,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
489,114.150789400,192.168.95.42,192.168.95.41,6,000000026869
490,114.151442200,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
493,115.152121800,192.168.95.42,192.168.95.41,6,000000026869
494,115.152733700,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
497,116.153434300,192.168.95.42,192.168.95.41,6,000000026869
498,116.154031000,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
501,117.154758600,192.168.95.42,192.168.95.41,6,000000026869
502,117.155372800,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
504,118.156086300,192.168.95.42,192.168.95.41,6,000000026869
505,118.156743100,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
507,119.157422400,192.168.95.42,192.168.95.41,6,000000026869
508,119.158077600,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
510,120.158327500,192.168.95.42,192.168.95.41,6,000000026869
511,120.162264200,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
513,120.348619100,192.168.95.42,192.168.95.41,5,0033000120
515,120.452404300,192.168.95.41,192.168.95.42,138,003300863234383637310a313439353236310a3239333039380a36370a35380a343036340a343035370a310a32300a300a34350a31363934360a383235300a323237370a35310a3535353034330a360a363637340a363437370a323530300a300a313632353634343335360a313036353036343233310a313132393637303737380a313230303030300a
517,120.613108300,192.168.95.42,192.168.95.41,48,012d002c310a44433639363330433939444534393841413732373638384233313041424343460a3338340a32300a310a
519,120.614716000,192.168.95.41,192.168.95.42,10,012d0006300a310a300a
520,120.614815500,192.168.95.42,192.168.95.41,18,012f000e320a310a310a300a310a310a330a
522,120.616225600,192.168.95.41,192.168.95.42,10,012f0006300a320a300a
523,120.616294500,192.168.95.42,192.168.95.41,27,01310017330a310a310a300a333030300a310a320a310a3130300a
525,120.617711200,192.168.95.41,192.168.95.42,10,01310006300a330a300a
526,120.617783000,192.168.95.42,192.168.95.41,34,0132001e340a310a310a333730300a310a343830300a3530300a300a300a300a310a
528,120.619201900,192.168.95.41,192.168.95.42,10,01320006300a340a300a
529,120.619269400,192.168.95.42,192.168.95.41,34,0132001e350a310a320a333730300a310a343830300a3530300a300a300a300a310a
531,120.620681800,192.168.95.41,192.168.95.42,10,01320006300a350a300a
532,120.620749000,192.168.95.42,192.168.95.41,34,0132001e360a310a330a333730300a310a343830300a3530300a300a300a300a310a
534,120.622189500,192.168.95.41,192.168.95.42,10,01320006300a360a300a
535,120.622249100,192.168.95.42,192.168.95.41,7,01300003370a3f
537,120.623682300,192.168.95.41,192.168.95.42,10,01300006300a370a300a
538,120.623725700,192.168.95.42,192.168.95.41,7,012e0003380a3f
540,120.625145500,192.168.95.41,192.168.95.42,10,012e0006300a380a300a
541,120.625209200,192.168.95.42,192.168.95.41,7,00c90003390a3f
543,120.656196800,192.168.95.41,192.168.95.42,12,00c90008300a390a300a310a
544,120.670683600,192.168.95.41,192.168.95.42,34,000e001e3130310a31392e30332e323032365f31313a31323a33350a31310a370a0a
545,120.670804600,192.168.95.42,192.168.95.41,7,000e0003313031
547,120.671795100,192.168.95.41,192.168.95.42,103,001000633130320a31392e30332e323032365f31313a31323a33350a3130303730353031300a4d524352756e53657175656e6365724578656375746552756e3a3a4f6e53746172743a205469636b4261636b757020686173206265656e2073746f707065642e0a
548,120.671836700,192.168.95.42,192.168.95.41,7,00100003313032
550,120.672901400,192.168.95.41,192.168.95.42,106,000e00663130330a31392e30332e323032365f31313a31323a33350a39300a31320a20300a20300a20496e737472756d656e74205761726d2055702e2054686973206d61792074616b65207365766572616c206d696e757465732e0a506c6561736520776169742e0a0a
551,120.672968900,192.168.95.42,192.168.95.41,7,000e0003313033
553,120.673932300,192.168.95.41,192.168.95.42,130,0010007e3130340a31392e30332e323032365f31313a31323a33350a3130303930353136300a5365742052616469757320696e2052617764617461526564756374696f6e20636f6e74726f6c6c65723a20426c6f636b205479706520322c20506c617465205479706520302c20566f6c756d652032302c205261646975732031320a
554,120.673984500,192.168.95.42,192.168.95.41,7,00100003313034
556,120.693443300,192.168.95.41,192.168.95.42,72,001000443130310a31392e30332e323032365f31313a31323a33350a3130303930353132300a496e697469617465204c616d70496e74656e73697479206d6561737572696e67210a
557,120.693524900,192.168.95.42,192.168.95.41,7,00100003313031
560,121.162606000,192.168.95.42,192.168.95.41,6,000000026869
562,121.163375400,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
564,122.163920500,192.168.95.42,192.168.95.41,6,000000026869
565,122.164610000,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
567,123.165250700,192.168.95.42,192.168.95.41,6,000000026869
568,123.165946400,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
570,124.166566300,192.168.95.42,192.168.95.41,6,000000026869
571,124.190982100,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
572,124.196727300,192.168.95.41,192.168.95.42,96,0010005c3130310a31392e30332e323032365f31313a31323a33390a3130303930353133300a4f726967696e204c616d7020496e74656e736974793a2036363734202043757272656e74204c616d7020496e74656e736974793a20363338310a
573,124.196792800,192.168.95.42,192.168.95.41,7,00100003313031
576,125.191827200,192.168.95.42,192.168.95.41,6,000000026869
577,125.192513700,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
579,126.193144500,192.168.95.42,192.168.95.41,6,000000026869
580,126.193834000,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
582,127.194476200,192.168.95.42,192.168.95.41,6,000000026869
583,127.195168400,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
585,128.195798900,192.168.95.42,192.168.95.41,6,000000026869
586,128.196485700,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
588,129.197122400,192.168.95.42,192.168.95.41,6,000000026869
589,129.197812000,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
591,129.596986200,192.168.95.41,192.168.95.42,35,000e001f3130310a31392e30332e323032365f31313a31323a34340a3330310a360a0a
592,129.597084200,192.168.95.42,192.168.95.41,7,000e0003313031
594,129.598169400,192.168.95.41,192.168.95.42,73,000e00453130320a31392e30332e323032365f31313a31323a34340a39300a31320a203130300a20300a20496e737472756d656e74205761726d2055702066696e69736865642e0a0a
595,129.598231100,192.168.95.42,192.168.95.41,7,000e0003313032
597,129.599163200,192.168.95.41,192.168.95.42,86,001000523130330a31392e30332e323032365f31313a31323a34340a3130303930353038310a4d5243446574656374696f6e43616d65726141637469766174653a3a4f6e53746172743a2061726d2063616d6572610a
598,129.599200200,192.168.95.42,192.168.95.41,7,00100003313033
600,129.693798400,192.168.95.41,192.168.95.42,93,001000593130310a31392e30332e323032365f31313a31323a34340a3130303930353038300a4d5243446574656374696f6e43616d65726141637469766174653a3a4f6e416e737765723a2063616d657261206163746976617465640a
601,129.693897800,192.168.95.42,192.168.95.41,7,00100003313031
603,129.694786900,192.168.95.41,192.168.95.42,33,000e001d3130320a31392e30332e323032365f31313a31323a34340a3130340a0a
604,129.694845600,192.168.95.42,192.168.95.41,7,000e0003313032
607,130.198444900,192.168.95.42,192.168.95.41,6,000000026869
609,130.199213100,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
612,131.199775600,192.168.95.42,192.168.95.41,6,000000026869
613,131.200404100,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
615,131.627969400,192.168.95.41,192.168.95.42,83,000e004f3130310a31392e30332e323032365f31313a31323a34360a3230320a352032383020313936392036393020323031362031313030203231373820313532302032343038203139333020323636320a0a
616,131.628066100,192.168.95.42,192.168.95.41,7,000e0003313031
619,132.201092600,192.168.95.42,192.168.95.41,6,000000026869
621,132.201861400,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
623,133.202410000,192.168.95.42,192.168.95.41,6,000000026869
624,133.203103200,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
626,133.689980400,192.168.95.41,192.168.95.42,85,000e00513130310a31392e30332e323032365f31313a31323a34380a3230320a3520323334302032393031203237353020333137302033313730203333363120333538302033353534203339393020333735310a0a
627,133.690105800,192.168.95.42,192.168.95.41,7,000e0003313031
629,134.203739200,192.168.95.42,192.168.95.41,6,000000026869
631,134.204454400,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
633,135.205055700,192.168.95.42,192.168.95.41,6,000000026869
634,135.205747100,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
636,135.340899500,192.168.95.41,192.168.95.42,60,001000383130310a31392e30332e323032365f31313a31323a35300a3130303930353033300a4163717569736974696f6e207072657061726564210a
637,135.340974000,192.168.95.42,192.168.95.41,7,00100003313031
639,135.341756200,192.168.95.41,192.168.95.42,51,0010002f3130320a31392e30332e323032365f31313a31323a35300a3130303930353031300a506572666f726d20416371210a
640,135.341799000,192.168.95.42,192.168.95.41,7,00100003313032
642,135.621630700,192.168.95.41,192.168.95.42,113,0010006d3130310a31392e30332e323032365f31313a31323a35300a3130303930353032300a41637120706572666f726d656421205265664368616e6e656c56616c75652073656e742066726f6d20526177617461526564756374696f6e20636f6e74726f6c6c65723a2031323735330a
643,135.621723600,192.168.95.42,192.168.95.41,7,00100003313031
645,135.766005600,192.168.95.41,192.168.95.42,85,000e00513130310a31392e30332e323032365f31313a31323a35300a3230320a3520343430302033383739203438323020333932312035323330203339313120353634302033383735203630373020333831350a0a
646,135.766121000,192.168.95.42,192.168.95.41,7,000e0003313031
648,136.058897200,192.168.95.41,192.168.95.42,104,001000643130310a31392e30332e323032365f31313a31323a35310a3130303930353137300a4d5243526573756c7452656164526573756c743a3a4f6e416e7377657228293a204176657261676520626961732076616c75652072656365697665643a203531350a
649,136.058973100,192.168.95.42,192.168.95.41,7,00100003313031
651,136.059890500,192.168.95.41,192.168.95.42,131,0010007f3130320a31392e30332e323032365f31313a31323a35310a3130303930353137300a4d5243526573756c7452656164526573756c743a3a4f6e416e73776572204f72646572206e6f74207265737065637465642c207265616420426c6f636b49643a20322c2065787065637465643a20312c20496d61676549643a20350a0a
652,136.059935400,192.168.95.42,192.168.95.41,7,00100003313032
654,136.060886500,192.168.95.41,192.168.95.42,131,0010007f3130330a31392e30332e323032365f31313a31323a35310a3130303930353137300a4d5243526573756c7452656164526573756c743a3a4f6e416e73776572204f72646572206e6f74207265737065637465642c207265616420426c6f636b49643a20312c2065787065637465643a20322c20496d61676549643a20350a0a
655,136.060928600,192.168.95.42,192.168.95.41,7,00100003313033
657,136.206380200,192.168.95.42,192.168.95.41,6,000000026869
659,136.207080000,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
661,137.207707900,192.168.95.42,192.168.95.41,6,000000026869
662,137.208413300,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
664,137.784380400,192.168.95.41,192.168.95.42,60,001000383130310a31392e30332e323032365f31313a31323a35320a3130303930353033300a4163717569736974696f6e207072657061726564210a
665,137.784467400,192.168.95.42,192.168.95.41,7,00100003313031
667,137.785297000,192.168.95.41,192.168.95.42,51,0010002f3130320a31392e30332e323032365f31313a31323a35320a3130303930353031300a506572666f726d20416371210a
668,137.785339600,192.168.95.42,192.168.95.41,7,00100003313032
670,137.828855500,192.168.95.41,192.168.95.42,85,000e00513130310a31392e30332e323032365f31313a31323a35320a3230320a3520363438302033373734203638393020333733322037333030203337303820373732302033363938203831333020333639380a0a
671,137.828913600,192.168.95.42,192.168.95.41,7,000e0003313031
673,138.209035000,192.168.95.42,192.168.95.41,6,000000026869
675,138.209733000,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
677,138.347778500,192.168.95.41,192.168.95.42,113,0010006d3130310a31392e30332e323032365f31313a31323a35330a3130303930353032300a41637120706572666f726d656421205265664368616e6e656c56616c75652073656e742066726f6d20526177617461526564756374696f6e20636f6e74726f6c6c65723a2031323736320a
678,138.347873900,192.168.95.42,192.168.95.41,7,00100003313031
680,138.793035600,192.168.95.41,192.168.95.42,104,001000643130310a31392e30332e323032365f31313a31323a35330a3130303930353137300a4d5243526573756c7452656164526573756c743a3a4f6e416e7377657228293a204176657261676520626961732076616c75652072656365697665643a203532350a
681,138.793125600,192.168.95.42,192.168.95.41,7,00100003313031
683,138.794088800,192.168.95.41,192.168.95.42,131,0010007f3130320a31392e30332e323032365f31313a31323a35330a3130303930353137300a4d5243526573756c7452656164526573756c743a3a4f6e416e73776572204f72646572206e6f74207265737065637465642c207265616420426c6f636b49643a20322c2065787065637465643a20312c20496d61676549643a20360a0a
684,138.794130200,192.168.95.42,192.168.95.41,7,00100003313032
686,138.795031100,192.168.95.41,192.168.95.42,131,0010007f3130330a31392e30332e323032365f31313a31323a35330a3130303930353137300a4d5243526573756c7452656164526573756c743a3a4f6e416e73776572204f72646572206e6f74207265737065637465642c207265616420426c6f636b49643a20332c2065787065637465643a20322c20496d61676549643a20360a0a
687,138.795064600,192.168.95.42,192.168.95.41,7,00100003313033
689,138.795958400,192.168.95.41,192.168.95.42,131,0010007f3130340a31392e30332e323032365f31313a31323a35330a3130303930353137300a4d5243526573756c7452656164526573756c743a3a4f6e416e73776572204f72646572206e6f74207265737065637465642c207265616420426c6f636b49643a20312c2065787065637465643a20332c20496d61676549643a20360a0a
690,138.795995800,192.168.95.42,192.168.95.41,7,00100003313034
692,139.210352800,192.168.95.42,192.168.95.41,6,000000026869
694,139.211066700,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
696,139.893243500,192.168.95.41,192.168.95.42,86,000e00523130310a31392e30332e323032365f31313a31323a35340a3230320a352038353430203336393820383935302033373033203933373020333730372039373830203337303720313031393020333730370a0a
697,139.893352800,192.168.95.42,192.168.95.41,7,000e0003313031
699,140.211674800,192.168.95.42,192.168.95.41,6,000000026869
701,140.212342400,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
703,140.522693700,192.168.95.41,192.168.95.42,60,001000383130310a31392e30332e323032365f31313a31323a35350a3130303930353033300a4163717569736974696f6e207072657061726564210a
704,140.522769800,192.168.95.42,192.168.95.41,7,00100003313031
706,140.523596800,192.168.95.41,192.168.95.42,51,0010002f3130320a31392e30332e323032365f31313a31323a35350a3130303930353031300a506572666f726d20416371210a
707,140.523638500,192.168.95.42,192.168.95.41,7,00100003313032
709,141.101164000,192.168.95.41,192.168.95.42,113,0010006d3130310a31392e30332e323032365f31313a31323a35360a3130303930353032300a41637120706572666f726d656421205265664368616e6e656c56616c75652073656e742066726f6d20526177617461526564756374696f6e20636f6e74726f6c6c65723a2031323736350a
710,141.101257000,192.168.95.42,192.168.95.41,7,00100003313031
712,141.102158100,192.168.95.41,192.168.95.42,39,000e00233130320a31392e30332e323032365f31313a31323a35360a3130330a31203120310a0a
713,141.102213800,192.168.95.42,192.168.95.41,7,000e0003313032
715,141.212998100,192.168.95.42,192.168.95.41,6,000000026869
717,141.213697700,192.168.95.41,192.168.95.42,14,0000000a436f6e6e656374696f6e
719,141.531797000,192.168.95.41,192.168.95.42,104,001000643130310a31392e30332e323032365f31313a31323a35360a3130303930353137300a4d5243526573756c7452656164526573756c743a3a4f6e416e7377657228293a204176657261676520626961732076616c75652072656365697665643a203532350a
720,141.531876900,192.168.95.42,192.168.95.41,7,00100003313031
722,141.532797500,192.168.95.41,192.168.95.42,131,0010007f3130320a31392e30332e323032365f31313a31323a35360a3130303930353137300a4d5243526573756c7452656164526573756c743a3a4f6e416e73776572204f72646572206e6f74207265737065637465642c207265616420426c6f636b49643a20332c2065787065637465643a20322c20496d61676549643a20370a0a
723,141.532841500,192.168.95.42,192.168.95.41,7,00100003313032
725,141.533748200,192.168.95.41,192.168.95.42,131,0010007f3130330a31392e30332e323032365f31313a31323a35360a3130303930353137300a4d5243526573756c7452656164526573756c743a3a4f6e416e73776572204f72646572206e6f74207265737065637465642c207265616420426c6f636b49643a20322c2065787065637465643a20332c20496d61676549643a20370a0a
726,141.533785500,192.168.95.42,192.168.95.41,7,00100003313033
728,141.534642400,192.168.95.41,192.168.95.42,43,000e00273130340a31392e30332e323032365f31313a31323a35360a3230310a3338342031203120310a0a
729,141.534698000,192.168.95.42,192.168.95.41,7,000e0003313034
731,141.570534400,192.168.95.42,192.168.95.41,6,044d0002310a
